,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.eventId,Input.summaryId,Input.qIdList,Input.summary_text,Input.statement_1,Input.statement_2,Input.statement_3,Input.statement_4,Input.statement_5,Input.statement_6,Input.statement_7,Input.statement_8,Input.statement_9,Input.statement_10,Input.statement_11,Input.statement_12,Input.statement_13,Input.statement_14,Input.statement_15,Input.statement_16,Answer.S10Answer,Answer.S11Answer,Answer.S12Answer,Answer.S13Answer,Answer.S14Answer,Answer.S15Answer,Answer.S16Answer,Answer.S1Answer,Answer.S2Answer,Answer.S3Answer,Answer.S4Answer,Answer.S5Answer,Answer.S6Answer,Answer.S7Answer,Answer.S8Answer,Answer.S9Answer,Answer.feedback,Approve,Reject
238,3FVBZG9CMN2IR8PJEKSM024Y9XNH09,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:15 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:15 PDT 2020,,,35L9RVQFCT61TEYT3TB7ETORO7YUHE,AE3ZQZ2Z81Z11,Submitted,2020-05-25 15:35:44,2020-05-25 15:36:26,Thu May 28 15:36:26 PDT 2020,,,,42,0% (0/0),0% (0/0),0% (0/0),cnndm1944,bart_out,"['240', '241', '242', '243', '244', '245', '246', '247', '248', '249', '250', '251', '252', '253', '254', '255']","Domenico Rancadore , 65 , fled to Britain in the 1990s and was convicted in his absence in Italy for his role as a ' Man of Honour ' he was given a seven - year sentence by an Italian court in 1999 for being a member of the Cosa Nostra . In February he lost his year - and - A - half battle against extradition and was told he must return to Italy to serve his sentence . But today it emerged that the 65 - year - old's case expired last October and his European Arrest Warrant is to be withdrawn .",Domenico Rancadore given a sentence.,Domenico Rancadore sentenced for 7 years.,Domenico Rancadore sentenced by Italian court.,Domenico Rancadore sentenced in 1999.,Domenico Rancadore was convicted for role as Man of Honour.,Domenico Rancadore took bribes from builders.,Domenico Rancadore was a Sicilian Mafia fugitive.,Domenico Rancadore lost battle against extradition to Italy.,Today a news emerged.,Domenico Rancadore was a 65 year old.,Domenico Rancadore's case expired in October last year.,BLANK,BLANK,BLANK,BLANK,BLANK,p,p,n,n,n,n,n,p,p,p,p,p,n,n,p,p,{},,
240,336OE47KJ68GHZLOCG2BMY4BIHCWVF,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:15 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:15 PDT 2020,,,37WLF8U1WUE7TT90DWG1BFQ3D2RK6D,A59L67EZKMC3V,Submitted,2020-05-25 16:24:02,2020-05-25 16:25:38,Thu May 28 16:25:38 PDT 2020,,,,96,0% (0/0),0% (0/0),0% (0/0),cnndm11351,bart_out,"['1328', '1329', '1330', '1331', '1332', '1333', '1334', '1335', '1336', '1337', '1338', '1339', '1340', '1341', '1342', '1343']","Fan site Appleinsider has spotted nine job listings on Apple's official recruitment site in the past month . These include one for an IOS Battery Life Software Engineer and another for IOS Software Power Systems Engineer . Apple's larger iPhone 6 and 6 plus have been found to last about eight hours with heavy usage and up to 22 hours with normal usage . However , official figures suggest its watch in particular will struggle to last for anywhere near that long .",Appleinsider spotted nine listings,Appleinsider spotted listings last month,Appleinsider spotted listings related to batteries,The listings include one for an IOS Battery Life Software Engineer,The listings include one for an IOS Software Power Systems Engineer,Appled improved battery life,The battery life of iphone 6 was improved,The battery life of iphone 6 plus was improved,Apple has been criticized for phones,Apple has been criticized for tablets,The criticism includes that phones don't last a day,The criticism includes that tablets don't last a day,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,n,n,n,n,{},,
243,3EHVO81VO99IYXA1A3WME7N8EPTH1C,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:15 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:15 PDT 2020,,,3BXQMRHWK4MNLSZ4UQRK6YWN5TVMUD,A31CNXHGR49DJR,Submitted,2020-05-25 15:21:06,2020-05-25 15:22:38,Thu May 28 15:22:38 PDT 2020,,,,92,0% (0/0),0% (0/0),0% (0/0),cnndm5272,bart_out,"['1024', '1025', '1026', '1027', '1028', '1029', '1030', '1031', '1032', '1033', '1034', '1035', '1036', '1037', '1038', '1039']","Mary Ann Diano was left homeless when the storms hit Staten Island , New York , in October 2012 . The 62 - year - old's home has lived in a trailer park in Connecticut every since the disaster where she met her partner Dennis Krauss . During the storms Ms Diano had been swept away by the waves and clung to a tree for safety . But in its aftermath she met the love of her life and won the lottery .",Pair were left homeless.,Pair were left homeless after storms,Pair met in Connecticut Trailer Park.,Pair Won Lottery last year.,Pair cashed prize in after Easter to Mark New Start.,The lottery winner was thrilled.,The lottery winner said they met love of their life because of Sandy.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,p,n,n,n,n,n,n,{},,
245,3NC6WP7WKL8TWOLT2Q7780NPPQEWWP,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:15 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:15 PDT 2020,,,3W92K5RLWZ5PQ03Y7HK3LINKX595VQ,A3OKWRLKLYVH4F,Submitted,2020-05-25 14:52:13,2020-05-25 14:53:05,Thu May 28 14:53:05 PDT 2020,,,,52,0% (0/0),0% (0/0),0% (0/0),cnndm5626,bart_out,"['1216', '1217', '1218', '1219', '1220', '1221', '1222', '1223', '1224', '1225', '1226', '1227', '1228', '1229', '1230', '1231']","Michael Pulman , 33 , spent £ 7,500 on a hair transplant to boost his self - esteem . Andrea Carter , 72 , from Leighton Buzzard , has her baggy jowls removed . Emma Tallon , 27 , paid £ 3,100 for liposuction on her thighs , which are too big .",Harley Street is a top destination,Harley Street is a top destination for private cosmetic surgery.,Patients pay thousands for cosmetic treatments.,Patients hope treatment will change their lives.,Michael is 33.,"Michael spent 7,500.","Michael spent 7,500 on a hair transplant.",Michael got hair transplant to boost his self - esteem.,Andrea is 72.,Andrea pays for a facelift.,Andrea husband can't tell the difference after her facelift.,BLANK,BLANK,BLANK,BLANK,BLANK,p,n,n,n,n,n,n,n,n,p,n,p,p,p,p,p,{},,
246,3EKZL9T8ZCA2L0KZQ0L6V36ZIMKCHX,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:15 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:15 PDT 2020,,,34Z02EIMIX1BI1D85GEC3538JCAT05,A3P0P0DRSOX52W,Submitted,2020-05-25 14:23:50,2020-05-25 15:35:51,Thu May 28 15:35:51 PDT 2020,,,,4321,0% (0/0),0% (0/0),0% (0/0),cnndm8815,bart_out,"['176', '177', '178', '179', '180', '181', '182', '183', '184', '185', '186', '187', '188', '189', '190', '191']","Simon Wood , 38 , from Oldham won Masterchef Last Friday . Everything the 38 - year - old knows about cooking is self - taught . He learned by reading recipe books or watching television shows . He sharpens his skills by practicing on his four children - Liam , Alex , Cameron and Charlotte .",Simon Wood was 38 years old.,Simon Wood was from Oldham.,Simon Wood won Masterchef.,Simon Wood won Masterchef last Friday.,Simon Wood was a father of four.,Simon Wood got cooking skills.,Simon Wood fed his culinary creations to his kids.,Simon Wood was an award winning chef.,Simon Wood talked about his favourite meals.,One of Simon Wood's favourite meals was a plain omelette.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,p,p,p,p,{},,
248,3IKDQS3DRIO2HVVJWI3RVF7EIZZCIQ,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:15 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:15 PDT 2020,,,3HPZF4IVNRHRTF7IR2UV6NXO73YCYF,A18EM8NGUWCGGA,Submitted,2020-05-25 14:58:04,2020-05-25 15:00:14,Thu May 28 15:00:14 PDT 2020,,,,130,0% (0/0),0% (0/0),0% (0/0),cnndm1890,bart_out,"['432', '433', '434', '435', '436', '437', '438', '439', '440', '441', '442', '443', '444', '445', '446', '447']","A member of the public snapped the man using the field as a makeshift toilet . Th Clements & Son , which owns the field in Benington , Lincolnshire , was alerted and sacked the worker with immediate effect . Tesco said its vegetables go through an ' extensive assessment and review process ' .",The worker was caught on camera.,The worker was caught by a member of the public.,Field owner was Clements and son.,Field owner was alerted.,The worker was a man.,The worker was sacked.,The passer used mobile phone to snap photo.,The passer branded the act disgusting.,Tesco said Vegetables Undergo ' extensive assessment ' before hitting shelves .,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,p,n,n,p,{},,
249,3IKDQS3DRIO2HVVJWI3RVF7EIZZCIQ,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:15 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:15 PDT 2020,,,3YMU66OBISWIOWXYJOMQAEN0FZGGHX,AFQKLIYNCVZTL,Submitted,2020-05-25 15:12:19,2020-05-25 15:15:11,Thu May 28 15:15:11 PDT 2020,,,,172,0% (0/0),0% (0/0),0% (0/0),cnndm1890,bart_out,"['432', '433', '434', '435', '436', '437', '438', '439', '440', '441', '442', '443', '444', '445', '446', '447']","A member of the public snapped the man using the field as a makeshift toilet . Th Clements & Son , which owns the field in Benington , Lincolnshire , was alerted and sacked the worker with immediate effect . Tesco said its vegetables go through an ' extensive assessment and review process ' .",The worker was caught on camera.,The worker was caught by a member of the public.,Field owner was Clements and son.,Field owner was alerted.,The worker was a man.,The worker was sacked.,The passer used mobile phone to snap photo.,The passer branded the act disgusting.,Tesco said Vegetables Undergo ' extensive assessment ' before hitting shelves .,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,p,n,n,p,{},,
250,3VZYA8PIUSM6BF5ODIRDB5184OW50G,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:15 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:15 PDT 2020,,,3GLB5JMZF2J1CGSWXS30JT82N7JGDK,A219VCQZADQ45W,Submitted,2020-05-25 14:55:20,2020-05-25 14:56:55,Thu May 28 14:56:55 PDT 2020,,,,95,100% (13/13),100% (13/13),100% (13/13),cnndm8613,bart_out,"['1056', '1057', '1058', '1059', '1060', '1061', '1062', '1063', '1064', '1065', '1066', '1067', '1068', '1069', '1070', '1071']","Paul , 41 , lost his father to bowel cancer 19 years ago and so by running this weekend's marathon , the couple have raised £ 7,000 so far to help honour his memory on this special day . The pair , who live in Clapham , London , ran across the finish line together under a shower of confetti .",Paul and Laura Elliott met half way round.,Paul and Laura Elliott met at St Katharine Docks.,Ceremony was witnessed by guests.,The ceremony was witnessed by 80 guests.,Paul and Laura Elliott ran across finish line.,Paul and Laura Elliott ran under a shower of confetti.,Paul and Laura Elliott returned to scene of ceremony.,Paul and Laura Elliott returned for a party later on.,7000 was raised for Cancer Research.,THe money was raise in honour of Paul's father.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,p,n,n,n,n,n,n,n,n,n,n,p,p,n,n,n,{},,
251,3VZYA8PIUSM6BF5ODIRDB5184OW50G,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:15 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:15 PDT 2020,,,3YWRV122CXN803X00PH11GVSLO18U6,A27A3Z6J7745DI,Submitted,2020-05-25 14:52:44,2020-05-25 14:57:25,Thu May 28 14:57:25 PDT 2020,,,,281,0% (0/0),0% (0/0),0% (0/0),cnndm8613,bart_out,"['1056', '1057', '1058', '1059', '1060', '1061', '1062', '1063', '1064', '1065', '1066', '1067', '1068', '1069', '1070', '1071']","Paul , 41 , lost his father to bowel cancer 19 years ago and so by running this weekend's marathon , the couple have raised £ 7,000 so far to help honour his memory on this special day . The pair , who live in Clapham , London , ran across the finish line together under a shower of confetti .",Paul and Laura Elliott met half way round.,Paul and Laura Elliott met at St Katharine Docks.,Ceremony was witnessed by guests.,The ceremony was witnessed by 80 guests.,Paul and Laura Elliott ran across finish line.,Paul and Laura Elliott ran under a shower of confetti.,Paul and Laura Elliott returned to scene of ceremony.,Paul and Laura Elliott returned for a party later on.,7000 was raised for Cancer Research.,THe money was raise in honour of Paul's father.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,p,n,n,n,n,n,n,n,n,n,n,p,p,n,n,p,{},,
252,3HXCEECSRQH1FOLYSE92S12NH0IZYH,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:15 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:15 PDT 2020,,,358UUM7WR4RCKX00MQUQI5CD35H7R4,A12ATVBE1I4567,Submitted,2020-05-25 14:11:17,2020-05-25 14:12:24,Thu May 28 14:12:24 PDT 2020,,,,67,0% (0/0),0% (0/0),0% (0/0),cnndm7058,bart_out,"['288', '289', '290', '291', '292', '293', '294', '295', '296', '297', '298', '299', '300', '301', '302', '303']",Real Madrid travel to Rayo Vallecano in La Liga on Wednesday night . Cristiano Ronaldo scored five in Real's 9 - 1 win against Granada at the weekend . The 30 - year - old has now scored 36 goals in the league so far this season . Lionel Messi is in contention to win the Pichichi Trophy at the end of the season .,Real Madrid played Granada.,Real Madrid played at the Weekend.,Granada played at the weekend.,Real Madrid beat Granada.,Real Madrid beat Granada 9 - 1.,Cristiano Ronaldo scored five.,Cristiano Ronaldo's tally is 36 for the season.,Real travel to Rayo Vallecano.,Real play on Wednesday night.,Rayo Vallecano play on Wednesday night.,Juventus played Fiorentina.,Juventus beat Fiorentina 3 - 0.,Juventus reach Coppa Italia Final.,Juventus reach Coppa Italia Final on Tuesday.,BLANK,BLANK,p,n,n,n,n,n,n,p,p,p,p,p,p,p,p,p,{},,
253,3HXCEECSRQH1FOLYSE92S12NH0IZYH,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:15 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:15 PDT 2020,,,3K772S5NPDZK4I17DTW2AB2O2JPEH2,A219VCQZADQ45W,Submitted,2020-05-25 14:21:13,2020-05-25 14:22:54,Thu May 28 14:22:54 PDT 2020,,,,101,100% (13/13),100% (13/13),100% (13/13),cnndm7058,bart_out,"['288', '289', '290', '291', '292', '293', '294', '295', '296', '297', '298', '299', '300', '301', '302', '303']",Real Madrid travel to Rayo Vallecano in La Liga on Wednesday night . Cristiano Ronaldo scored five in Real's 9 - 1 win against Granada at the weekend . The 30 - year - old has now scored 36 goals in the league so far this season . Lionel Messi is in contention to win the Pichichi Trophy at the end of the season .,Real Madrid played Granada.,Real Madrid played at the Weekend.,Granada played at the weekend.,Real Madrid beat Granada.,Real Madrid beat Granada 9 - 1.,Cristiano Ronaldo scored five.,Cristiano Ronaldo's tally is 36 for the season.,Real travel to Rayo Vallecano.,Real play on Wednesday night.,Rayo Vallecano play on Wednesday night.,Juventus played Fiorentina.,Juventus beat Fiorentina 3 - 0.,Juventus reach Coppa Italia Final.,Juventus reach Coppa Italia Final on Tuesday.,BLANK,BLANK,p,n,n,n,n,n,n,p,p,p,p,p,p,p,p,p,{},,
255,3R4QIDVOKT05YODBWQJV0O9PBI5EEC,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:15 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:15 PDT 2020,,,3PMBY0YE2CRCSEZAJQ2F764XYU8C9L,A31TGM13CAYTBG,Submitted,2020-05-25 14:37:44,2020-05-25 14:38:54,Thu May 28 14:38:54 PDT 2020,,,,70,0% (0/0),0% (0/0),0% (0/0),cnndm9086,bart_out,"['624', '625', '626', '627', '628', '629', '630', '631', '632', '633', '634', '635', '636', '637', '638', '639']","Brendan Rodgers has written off Manchester City's chances of signing Raheem Sterling this summer . City have been heavily linked with a £ 50million move for Sterling , who has two years left on his contract and is stalling on a new deal . The champions have also monitored vice - Captain Jordan Henderson . Rodgers indicated it could take two decades for city to reach the status of either Liverpool or Manchester United .",Manchester City have been linked with Raheem Sterling.,Manchester City have been linked with summer move for Raheem Sterling.,Raheem Sterling has two years left on his contract.,Raheem Sterling is stalling on a new deal.,Brendan Rodgers says a move to city would not be a step up for Sterling.,Brendan Rodgers indicated it will take Manchester City 20 years to eclipse Liverpool.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,n,n,n,n,n,{},,
256,3909MD9T335X42D7R131I6UPNJKEFU,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:15 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:15 PDT 2020,,,3EJPLAJKER42IO8MDXJBYUEGHBV6ZC,A3LAD18MPD1CPO,Submitted,2020-05-25 15:15:02,2020-05-25 15:16:18,Thu May 28 15:16:18 PDT 2020,,,,76,0% (0/0),0% (0/0),0% (0/0),cnndm7535,bart_out,"['512', '513', '514', '515', '516', '517', '518', '519', '520', '521', '522', '523', '524', '525', '526', '527']",Prince Alwaleed Bin Talal has promised to give each pilot a free Bentley . He made the pledge on social media but the post has since been deleted . Saudi Arabian forces launched air strikes on Yemen a month ago . They were launched to stop advances from Shiite Houthi rebels . On Tuesday the Saudis said the bombing raids had been successful .,Air strikes were launched by Saudi forces.,Air strikes were launched a month ago.,Air strikes were launched against rebels.,Saudi forces have been beating back Shite Houthi.,Shite Houthis are rebels.,Shite Houthis are in Yemen.,Prince Alwaleed Bin Talal pledged Bentleys.,Prince Alwaleed Bin Talal pledged for pilots involved in bombings.,Prince Alwaleed Bin Talal / He pleged on Wednesday.,Prince Alwaleed Bin Talal / He pledged after bombing raids resumed.,Bombing raids resumed despite official announcement that they would be halted.,The official announcement came last night.,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,p,p,p,n,{},,
